Order ID,Customer Name,Category,Sub Category,Quantity,Region,City,Order Date,Actual Price,Discount,Payment mode,Sales,Profit,Rating
OD5960,Sheeba,Food Grains,Atta & Flour,5,East,Vellore,14/06/22,"₹1,088.85 ",19.00%,Upi,₹915.00 ,₹411.75 ,3
OD5961,Sudeep,"Eggs, Meat & Fish",Mutton,4,East,Viluppuram,17/05/21,"₹1,840.23 ",27.00%,Upi,"₹1,449.00 ",₹478.17 ,5
OD5962,Shree,"Eggs, Meat & Fish",Fish,6,East,Ooty,01/07/22,"₹1,820.04 ",16.00%,Upi,"₹1,569.00 ",₹423.63 ,2
OD5963,Amy,Beverages,Health Drinks,6,East,Perambalur,08/07/22,"₹2,129.40 ",26.00%,Upi,"₹1,690.00 ",₹253.50 ,5
OD5964,Ganesh,Beverages,Health Drinks,6,East,Cumbum,29/01/21,"₹2,343.62 ",13.00%,Upi,"₹2,074.00 ",₹871.08 ,3
OD5965,Hussain,Food Grains,Organic Staples,2,East,Perambalur,27/06/22,"₹2,414.08 ",28.00%,Upi,"₹1,886.00 ",₹339.48 ,2
OD5966,Sabeela,Food Grains,Atta & Flour,2,East,Karur,05/05/21,"₹1,460.60 ",34.00%,Upi,"₹1,090.00 ",₹65.40 ,3
OD5967,Akash,"Eggs, Meat & Fish",Mutton,9,East,Nagercoil,10/12/22,"₹2,109.80 ",10.00%,Cash,"₹1,918.00 ",₹671.30 ,5
OD5968,Arvind,Bakery,Biscuits,7,East,Salem,06/06/21,"₹2,184.88 ",24.00%,Upi,"₹1,762.00 ",₹193.82 ,4
OD5969,Haseena,"Eggs, Meat & Fish",Chicken,1,East,Dindigul,22/07/22,"₹1,984.50 ",26.00%,Card,"₹1,575.00 ",₹267.75 ,3
OD5970,Shree,"Eggs, Meat & Fish",Mutton,1,East,Ramanadhapuram,22/08/22,₹906.46 ,22.00%,Cash,₹743.00 ,₹156.03 ,3
OD5971,Suresh,Snacks,Cookies,2,East,Bodi,06/07/23,"₹1,782.30 ",30.00%,Upi,"₹1,371.00 ",₹575.82 ,4
OD5972,Muneer,Oil & Masala,Masalas,4,East,Namakkal,10/05/22,₹775.00 ,24.00%,Upi,₹625.00 ,₹37.50 ,4
OD5973,Arvind,"Eggs, Meat & Fish",Fish,5,East,Trichy,31/12/21,"₹2,062.71 ",29.00%,Upi,"₹1,599.00 ",₹271.83 ,4
OD5974,Haseena,"Eggs, Meat & Fish",Fish,4,East,Cumbum,30/11/21,"₹2,291.52 ",24.00%,Card,"₹1,848.00 ",₹535.92 ,3
OD5975,Ridhesh,Oil & Masala,Spices,6,East,Virudhunagar,18/02/22,"₹1,204.78 ",18.00%,Cash,"₹1,021.00 ",₹61.26 ,5
OD5976,Jonas,Bakery,Breads & Buns,3,East,Salem,29/05/22,"₹1,014.74 ",13.00%,Cash,₹898.00 ,₹53.88 ,2
OD5977,Shree,Fruits & Veggies,Organic Vegetables,5,East,Cumbum,01/02/22,"₹1,827.60 ",20.00%,Upi,"₹1,523.00 ",₹167.53 ,4
OD5978,Veena,Beverages,Health Drinks,4,East,Pudukottai,24/04/21,"₹2,626.56 ",14.00%,Upi,"₹2,304.00 ",₹184.32 ,3
OD5979,Veronica,Fruits & Veggies,Organic Vegetables,7,East,Tenkasi,13/08/21,"₹1,266.16 ",33.00%,Upi,₹952.00 ,₹409.36 ,3
OD5980,Kumar,"Eggs, Meat & Fish",Fish,9,East,Ramanadhapuram,15/10/21,"₹1,303.14 ",11.00%,Upi,"₹1,174.00 ",₹129.14 ,4
OD5981,Willams,Beverages,Health Drinks,4,East,Chennai,23/02/23,"₹1,283.40 ",24.00%,Card,"₹1,035.00 ",₹124.20 ,5
OD5982,Adavan,Fruits & Veggies,Fresh Fruits,4,East,Vellore,04/07/23,"₹2,171.98 ",31.00%,Cash,"₹1,658.00 ",₹381.34 ,2
OD5983,Ramesh,"Eggs, Meat & Fish",Eggs,7,East,Kanyakumari,22/06/22,"₹2,401.23 ",31.00%,Upi,"₹1,833.00 ",₹109.98 ,4
OD5984,Anu,Snacks,Cookies,9,East,Vellore,23/04/22,"₹1,913.09 ",13.00%,Card,"₹1,693.00 ",₹220.09 ,4
OD5985,Suresh,"Eggs, Meat & Fish",Fish,4,East,Tirunelveli,08/07/22,"₹2,865.78 ",22.00%,Card,"₹2,349.00 ",₹305.37 ,3
OD5986,Sabeela,Fruits & Veggies,Fresh Vegetables,3,East,Krishnagiri,29/06/22,"₹1,683.04 ",34.00%,Cash,"₹1,256.00 ",₹314.00 ,5
OD5987,Willams,Bakery,Breads & Buns,5,East,Ramanadhapuram,23/08/22,"₹2,511.40 ",16.00%,Cash,"₹2,165.00 ",₹411.35 ,3
OD5988,Sundar,Snacks,Noodles,8,East,Karur,24/01/22,"₹1,802.50 ",25.00%,Upi,"₹1,442.00 ",₹115.36 ,3
OD5989,Akash,Snacks,Chocolates,5,East,Tirunelveli,22/04/21,"₹1,788.75 ",25.00%,Card,"₹1,431.00 ",₹143.10 ,2
OD5990,Veronica,Beverages,Health Drinks,8,East,Krishnagiri,22/08/21,"₹2,560.60 ",18.00%,Card,"₹2,170.00 ",₹651.00 ,4
OD5991,Sharon,Food Grains,Atta & Flour,6,East,Karur,01/08/21,"₹2,836.26 ",26.00%,Cash,"₹2,251.00 ",₹810.36 ,5
OD5992,Arvind,Fruits & Veggies,Organic Vegetables,9,East,Trichy,20/04/21,"₹1,161.60 ",20.00%,Upi,₹968.00 ,₹367.84 ,2
OD5993,Rumaiza,Beverages,Soft Drinks,7,East,Dindigul,26/09/21,₹587.10 ,14.00%,Upi,₹515.00 ,₹190.55 ,5
OD5994,Alan,"Eggs, Meat & Fish",Chicken,6,East,Trichy,26/02/21,"₹1,698.55 ",15.00%,Upi,"₹1,477.00 ",₹236.32 ,3
OD5995,Rumaiza,Beverages,Soft Drinks,4,East,Perambalur,25/10/22,"₹2,465.60 ",34.00%,Upi,"₹1,840.00 ",₹644.00 ,2
OD5996,Krithika,Bakery,Biscuits,3,East,Bodi,16/04/22,"₹2,625.28 ",12.00%,Card,"₹2,344.00 ",₹421.92 ,5
OD5997,Veronica,Bakery,Breads & Buns,3,East,Salem,06/03/21,"₹1,795.64 ",21.00%,Card,"₹1,484.00 ",₹608.44 ,5
OD5998,Roshan,Fruits & Veggies,Organic Vegetables,9,East,Krishnagiri,25/06/21,"₹1,751.33 ",27.00%,Upi,"₹1,379.00 ",₹482.65 ,4
OD5999,Krithika,Oil & Masala,Masalas,7,East,Cumbum,03/11/22,"₹1,811.52 ",11.00%,Upi,"₹1,632.00 ",₹603.84 ,3
OD6000,Suresh,Bakery,Breads & Buns,2,East,Bodi,05/03/21,"₹2,555.52 ",21.00%,Card,"₹2,112.00 ",₹612.48 ,3
OD6001,Malik,Beverages,Health Drinks,9,East,Tenkasi,03/04/23,"₹2,565.20 ",10.00%,Card,"₹2,332.00 ",₹139.92 ,3
OD6002,Surya,Oil & Masala,Edible Oil & Ghee,2,East,Dharmapuri,11/01/23,"₹2,915.88 ",32.00%,Card,"₹2,209.00 ",₹861.51 ,5
OD6003,Vinne,Snacks,Noodles,8,East,Tirunelveli,28/10/21,"₹1,959.20 ",24.00%,Cash,"₹1,580.00 ",₹442.40 ,2
OD6004,Muneer,Oil & Masala,Edible Oil & Ghee,4,East,Krishnagiri,27/04/21,"₹2,786.37 ",31.00%,Upi,"₹2,127.00 ",₹191.43 ,2
OD6005,Surya,Beverages,Health Drinks,6,East,Virudhunagar,19/03/22,"₹1,276.50 ",15.00%,Card,"₹1,110.00 ",₹377.40 ,3
OD6006,Malik,Fruits & Veggies,Fresh Vegetables,7,East,Tirunelveli,28/06/23,"₹1,647.19 ",27.00%,Card,"₹1,297.00 ",₹129.70 ,3
OD6007,Sudha,Food Grains,Dals & Pulses,3,East,Tenkasi,30/01/22,₹972.66 ,29.00%,Cash,₹754.00 ,₹294.06 ,4
OD6008,Muneer,Bakery,Cakes,3,East,Coimbatore,20/03/21,"₹2,878.32 ",34.00%,Cash,"₹2,148.00 ",₹300.72 ,5
OD6009,Harish,Bakery,Cakes,7,East,Karur,11/06/22,"₹1,966.08 ",28.00%,Upi,"₹1,536.00 ",₹675.84 ,5
OD6010,Vince,Food Grains,Organic Staples,4,East,Karur,01/05/23,"₹1,358.50 ",30.00%,Cash,"₹1,045.00 ",₹94.05 ,2
OD6011,Harish,Oil & Masala,Edible Oil & Ghee,8,East,Viluppuram,13/07/21,"₹1,200.71 ",19.00%,Card,"₹1,009.00 ",₹312.79 ,4
OD6012,Ramesh,Oil & Masala,Masalas,6,East,Madurai,07/08/23,"₹2,150.61 ",33.00%,Cash,"₹1,617.00 ",₹549.78 ,2
OD6013,Sudeep,Food Grains,Organic Staples,5,East,Dindigul,20/02/23,"₹1,863.00 ",15.00%,Upi,"₹1,620.00 ",₹534.60 ,5
OD6014,Hussain,Food Grains,Organic Staples,7,East,Pudukottai,26/10/22,"₹1,259.85 ",11.00%,Upi,"₹1,135.00 ",₹454.00 ,5
OD6015,Hussain,Bakery,Breads & Buns,9,East,Salem,13/03/23,"₹2,690.94 ",29.00%,Upi,"₹2,086.00 ",₹667.52 ,3
OD6016,Alan,Beverages,Soft Drinks,2,East,Salem,07/07/23,"₹1,727.89 ",31.00%,Cash,"₹1,319.00 ",₹342.94 ,5
OD6017,Hussain,Oil & Masala,Masalas,9,East,Perambalur,10/09/22,₹999.44 ,24.00%,Card,₹806.00 ,₹314.34 ,4
OD6018,Komal,Beverages,Soft Drinks,7,East,Cumbum,14/06/22,₹962.28 ,32.00%,Card,₹729.00 ,₹138.51 ,2
OD6019,Jackson,Bakery,Breads & Buns,5,East,Ooty,17/07/23,"₹1,599.00 ",30.00%,Upi,"₹1,230.00 ",₹356.70 ,5
OD6020,Ravi,"Eggs, Meat & Fish",Chicken,1,East,Bodi,03/06/23,"₹1,685.04 ",19.00%,Card,"₹1,416.00 ",₹84.96 ,2
OD6021,Veronica,Beverages,Soft Drinks,6,East,Pudukottai,18/11/21,₹958.10 ,10.00%,Upi,₹871.00 ,₹200.33 ,2
OD6022,Sundar,Bakery,Breads & Buns,7,East,Namakkal,20/05/23,"₹2,044.21 ",33.00%,Cash,"₹1,537.00 ",₹676.28 ,5
OD6023,Harish,Fruits & Veggies,Fresh Vegetables,8,East,Ramanadhapuram,01/04/23,"₹1,436.40 ",26.00%,Cash,"₹1,140.00 ",₹330.60 ,5
OD6024,Ridhesh,Fruits & Veggies,Organic Fruits,6,East,Bodi,13/07/21,"₹2,654.72 ",22.00%,Card,"₹2,176.00 ",₹544.00 ,4
OD6025,Willams,Beverages,Soft Drinks,2,East,Madurai,22/10/21,"₹3,234.39 ",31.00%,Cash,"₹2,469.00 ",₹197.52 ,4
OD6026,Anu,Bakery,Breads & Buns,3,East,Coimbatore,20/08/21,"₹1,975.05 ",33.00%,Card,"₹1,485.00 ",₹608.85 ,3
OD6027,Aditi,Snacks,Cookies,6,East,Madurai,09/03/21,"₹2,861.20 ",15.00%,Card,"₹2,488.00 ",₹945.44 ,3
OD6028,Harish,Bakery,Breads & Buns,3,East,Kanyakumari,23/10/22,"₹1,019.26 ",13.00%,Upi,₹902.00 ,₹279.62 ,3
OD6029,Ganesh,Snacks,Noodles,9,East,Viluppuram,07/09/22,"₹1,915.11 ",23.00%,Cash,"₹1,557.00 ",₹669.51 ,3
OD6030,Shree,"Eggs, Meat & Fish",Mutton,5,East,Karur,05/09/22,"₹2,649.40 ",30.00%,Card,"₹2,038.00 ",₹305.70 ,5
OD6031,Akash,"Eggs, Meat & Fish",Chicken,5,East,Theni,29/07/23,"₹1,733.52 ",24.00%,Cash,"₹1,398.00 ",₹629.10 ,4
OD6032,Kumar,Oil & Masala,Masalas,3,East,Salem,26/07/21,"₹2,332.11 ",11.00%,Card,"₹2,101.00 ",₹609.29 ,3
OD6033,Komal,Beverages,Soft Drinks,2,East,Perambalur,12/06/22,"₹2,081.02 ",34.00%,Upi,"₹1,553.00 ",₹481.43 ,3
OD6034,Komal,Oil & Masala,Masalas,7,East,Dharmapuri,20/03/22,"₹1,590.30 ",35.00%,Upi,"₹1,178.00 ",₹141.36 ,3
OD6035,Krithika,Fruits & Veggies,Organic Fruits,4,East,Kanyakumari,30/10/22,₹639.54 ,14.00%,Card,₹561.00 ,₹235.62 ,3
OD6036,Alan,Oil & Masala,Spices,1,East,Ramanadhapuram,19/07/23,₹730.40 ,10.00%,Upi,₹664.00 ,₹225.76 ,5
OD6037,Amrish,Oil & Masala,Spices,5,East,Tenkasi,02/11/21,"₹2,785.90 ",30.00%,Card,"₹2,143.00 ",₹578.61 ,3
OD6038,Peer,Food Grains,Dals & Pulses,2,East,Kanyakumari,28/05/22,"₹2,374.60 ",24.00%,Upi,"₹1,915.00 ",₹689.40 ,5
OD6039,Vidya,Snacks,Noodles,4,East,Virudhunagar,19/05/22,₹649.20 ,20.00%,Upi,₹541.00 ,₹43.28 ,4
OD6040,Vinne,Oil & Masala,Masalas,3,East,Perambalur,11/09/22,"₹1,224.51 ",19.00%,Card,"₹1,029.00 ",₹463.05 ,4
OD6041,Veena,Food Grains,Organic Staples,9,East,Dharmapuri,10/06/21,"₹1,274.34 ",34.00%,Upi,₹951.00 ,₹389.91 ,4
OD6042,Komal,"Eggs, Meat & Fish",Chicken,2,East,Tenkasi,20/06/23,"₹1,628.40 ",15.00%,Upi,"₹1,416.00 ",₹311.52 ,5
OD6043,Amy,Bakery,Breads & Buns,5,East,Ooty,05/05/22,"₹1,759.68 ",17.00%,Card,"₹1,504.00 ",₹391.04 ,2
OD6044,Arvind,Fruits & Veggies,Organic Fruits,9,East,Pudukottai,21/02/21,₹769.62 ,27.00%,Cash,₹606.00 ,₹212.10 ,5
OD6045,Arvind,Bakery,Cakes,9,East,Cumbum,27/06/21,₹696.30 ,10.00%,Upi,₹633.00 ,₹151.92 ,5
OD6046,Ramesh,Beverages,Soft Drinks,7,East,Cumbum,13/05/23,"₹2,277.50 ",25.00%,Cash,"₹1,822.00 ",₹583.04 ,3
OD6047,Haseena,Beverages,Health Drinks,5,East,Chennai,25/05/23,₹833.16 ,31.00%,Upi,₹636.00 ,₹38.16 ,2
OD6048,Surya,"Eggs, Meat & Fish",Mutton,9,East,Viluppuram,13/01/21,"₹1,291.95 ",35.00%,Card,₹957.00 ,₹86.13 ,2
OD6049,Surya,"Eggs, Meat & Fish",Mutton,1,East,Virudhunagar,19/01/22,"₹2,294.16 ",32.00%,Upi,"₹1,738.00 ",₹208.56 ,5
OD6050,Vidya,Food Grains,Organic Staples,7,East,Ooty,06/11/21,"₹3,206.88 ",31.00%,Upi,"₹2,448.00 ",₹783.36 ,4
OD6051,Jonas,Food Grains,Rice,7,East,Nagercoil,26/02/22,₹800.87 ,19.00%,Upi,₹673.00 ,₹114.41 ,2
OD6052,Arvind,Snacks,Cookies,6,East,Tenkasi,13/11/21,"₹1,968.78 ",14.00%,Cash,"₹1,727.00 ",₹276.32 ,4
OD6053,Ridhesh,Snacks,Noodles,3,East,Trichy,08/09/22,₹840.96 ,28.00%,Card,₹657.00 ,₹98.55 ,2
OD6054,Komal,Oil & Masala,Masalas,5,East,Dindigul,02/12/22,₹857.60 ,34.00%,Cash,₹640.00 ,₹288.00 ,4
OD6055,Adavan,"Eggs, Meat & Fish",Mutton,9,East,Cumbum,20/06/22,"₹2,952.96 ",28.00%,Card,"₹2,307.00 ",₹553.68 ,4
OD6056,Muneer,Oil & Masala,Masalas,6,East,Kanyakumari,14/12/22,"₹2,450.98 ",22.00%,Cash,"₹2,009.00 ",₹241.08 ,4
OD6057,Vince,"Eggs, Meat & Fish",Eggs,6,East,Dharmapuri,23/10/22,"₹1,785.60 ",28.00%,Cash,"₹1,395.00 ",₹558.00 ,4
OD6058,Yusuf,Oil & Masala,Spices,6,East,Salem,28/03/22,"₹1,691.25 ",23.00%,Card,"₹1,375.00 ",₹288.75 ,5
OD6059,Jonas,Oil & Masala,Masalas,2,East,Vellore,19/07/21,"₹1,731.66 ",14.00%,Upi,"₹1,519.00 ",₹288.61 ,3
OD6060,Verma,Fruits & Veggies,Fresh Vegetables,6,East,Cumbum,07/08/21,"₹2,730.97 ",21.00%,Card,"₹2,257.00 ",₹248.27 ,4
OD6061,Aditi,Fruits & Veggies,Organic Fruits,3,East,Krishnagiri,21/09/22,"₹2,285.99 ",13.00%,Card,"₹2,023.00 ",₹890.12 ,5
OD6062,Peer,Food Grains,Rice,9,East,Ooty,07/07/22,"₹1,378.02 ",19.00%,Card,"₹1,158.00 ",₹497.94 ,5
OD6063,Shah,Fruits & Veggies,Fresh Vegetables,3,East,Tirunelveli,08/05/22,"₹1,574.09 ",13.00%,Card,"₹1,393.00 ",₹181.09 ,3
OD6064,Amy,Food Grains,Dals & Pulses,7,South,Tirunelveli,26/11/22,"₹2,312.17 ",19.00%,Cash,"₹1,943.00 ",₹174.87 ,3
OD6065,Ramesh,Bakery,Cakes,8,South,Tenkasi,08/07/22,"₹2,049.06 ",11.00%,Cash,"₹1,846.00 ",₹516.88 ,4
OD6066,Kumar,Snacks,Chocolates,7,South,Chennai,03/05/21,"₹1,027.78 ",18.00%,Card,₹871.00 ,₹330.98 ,4
OD6067,Shah,Beverages,Health Drinks,5,South,Coimbatore,28/02/22,"₹1,826.88 ",32.00%,Cash,"₹1,384.00 ",₹346.00 ,3
OD6068,Adavan,Oil & Masala,Masalas,5,South,Ramanadhapuram,25/01/22,"₹2,246.40 ",35.00%,Upi,"₹1,664.00 ",₹682.24 ,4
OD6069,Hafiz,Snacks,Cookies,1,South,Virudhunagar,09/06/21,"₹1,407.14 ",33.00%,Card,"₹1,058.00 ",₹190.44 ,4
OD6070,Sheeba,"Eggs, Meat & Fish",Chicken,5,South,Cumbum,09/02/23,"₹2,445.60 ",20.00%,Upi,"₹2,038.00 ",₹591.02 ,5
OD6071,Adavan,Food Grains,Dals & Pulses,9,South,Virudhunagar,06/07/21,"₹2,206.10 ",30.00%,Upi,"₹1,697.00 ",₹305.46 ,5
OD6072,Haseena,Snacks,Cookies,6,South,Kanyakumari,20/04/21,"₹1,815.36 ",24.00%,Upi,"₹1,464.00 ",₹409.92 ,3
OD6073,Adavan,Snacks,Cookies,5,South,Tirunelveli,12/11/21,"₹2,781.79 ",21.00%,Upi,"₹2,299.00 ",₹137.94 ,3
OD6074,Surya,Oil & Masala,Spices,4,South,Bodi,05/08/21,₹744.15 ,21.00%,Card,₹615.00 ,₹147.60 ,2
OD6075,Sheeba,Bakery,Biscuits,9,South,Dharmapuri,08/06/22,"₹2,277.96 ",23.00%,Cash,"₹1,852.00 ",₹203.72 ,2
OD6076,Jackson,Snacks,Noodles,3,South,Ramanadhapuram,11/09/21,"₹2,962.08 ",21.00%,Cash,"₹2,448.00 ",₹709.92 ,5
OD6077,Vince,Fruits & Veggies,Organic Fruits,3,South,Tenkasi,24/08/21,₹956.80 ,15.00%,Card,₹832.00 ,₹41.60 ,3
OD6078,James,Fruits & Veggies,Organic Fruits,5,South,Tirunelveli,28/09/21,"₹1,148.10 ",29.00%,Upi,₹890.00 ,₹356.00 ,2
OD6079,Ram,Bakery,Cakes,1,South,Kanyakumari,26/01/22,"₹2,344.80 ",20.00%,Upi,"₹1,954.00 ",₹449.42 ,5
OD6080,Ganesh,Snacks,Chocolates,2,South,Chennai,06/08/21,"₹1,707.30 ",26.00%,Upi,"₹1,355.00 ",₹298.10 ,2
OD6081,Akash,Beverages,Health Drinks,3,South,Bodi,10/03/23,"₹2,346.00 ",20.00%,Upi,"₹1,955.00 ",₹97.75 ,5
OD6082,Ganesh,Snacks,Chocolates,8,South,Virudhunagar,23/12/22,"₹2,967.30 ",26.00%,Cash,"₹2,355.00 ",₹235.50 ,4
OD6083,Vince,Fruits & Veggies,Organic Fruits,7,South,Salem,02/08/21,"₹2,282.28 ",32.00%,Upi,"₹1,729.00 ",₹622.44 ,4
OD6084,Kumar,Snacks,Chocolates,4,South,Virudhunagar,15/12/21,"₹1,374.14 ",27.00%,Card,"₹1,082.00 ",₹238.04 ,5
OD6085,Shree,Food Grains,Rice,7,South,Dharmapuri,04/02/22,"₹2,800.25 ",15.00%,Card,"₹2,435.00 ",₹146.10 ,5
OD6086,Arutra,Fruits & Veggies,Organic Fruits,5,South,Pudukottai,17/12/22,"₹2,865.80 ",15.00%,Card,"₹2,492.00 ",₹822.36 ,3
OD6087,Esther,Food Grains,Rice,2,South,Tirunelveli,06/05/21,"₹1,645.02 ",17.00%,Card,"₹1,406.00 ",₹435.86 ,4
OD6088,Vinne,Snacks,Noodles,7,South,Krishnagiri,24/06/22,"₹2,146.32 ",32.00%,Cash,"₹1,626.00 ",₹715.44 ,2
OD6089,Komal,Fruits & Veggies,Organic Fruits,7,South,Dindigul,06/07/22,₹850.50 ,35.00%,Upi,₹630.00 ,₹176.40 ,4
OD6090,Ravi,Food Grains,Rice,8,South,Namakkal,19/10/21,₹769.50 ,35.00%,Upi,₹570.00 ,₹125.40 ,5
OD6091,Mathew,Bakery,Cakes,2,South,Vellore,04/09/21,"₹2,594.94 ",22.00%,Cash,"₹2,127.00 ",₹914.61 ,3
OD6092,Roshan,Food Grains,Atta & Flour,1,South,Theni,17/03/21,"₹3,084.80 ",28.00%,Card,"₹2,410.00 ",₹915.80 ,5
OD6093,Akash,Fruits & Veggies,Organic Fruits,2,South,Coimbatore,06/02/23,"₹2,270.44 ",24.00%,Card,"₹1,831.00 ",₹530.99 ,3
OD6094,Jackson,Food Grains,Atta & Flour,7,South,Virudhunagar,17/12/22,"₹2,187.90 ",17.00%,Card,"₹1,870.00 ",₹598.40 ,3
OD6095,Sharon,Fruits & Veggies,Organic Fruits,6,South,Chennai,12/02/22,"₹1,032.30 ",11.00%,Cash,₹930.00 ,₹269.70 ,2
OD6096,Sudha,Oil & Masala,Masalas,9,South,Chennai,22/05/21,"₹1,902.81 ",19.00%,Card,"₹1,599.00 ",₹271.83 ,4
OD6097,Malik,"Eggs, Meat & Fish",Mutton,2,South,Coimbatore,25/06/22,"₹1,109.76 ",28.00%,Cash,₹867.00 ,₹60.69 ,5
OD6098,Roshan,Beverages,Soft Drinks,6,South,Bodi,30/07/22,₹628.29 ,17.00%,Cash,₹537.00 ,₹182.58 ,3
OD6099,Krithika,Beverages,Soft Drinks,1,South,Karur,03/02/22,₹617.61 ,19.00%,Cash,₹519.00 ,₹155.70 ,4
OD6100,Peer,Beverages,Health Drinks,5,South,Madurai,04/03/23,"₹2,120.76 ",29.00%,Card,"₹1,644.00 ",₹657.60 ,3
OD6101,Jackson,Bakery,Cakes,2,South,Viluppuram,06/08/22,₹971.04 ,19.00%,Upi,₹816.00 ,₹367.20 ,4
OD6102,Alan,Fruits & Veggies,Fresh Vegetables,1,South,Virudhunagar,22/08/21,"₹2,260.62 ",14.00%,Upi,"₹1,983.00 ",₹634.56 ,5
OD6103,Malik,Fruits & Veggies,Fresh Fruits,3,South,Bodi,12/08/22,"₹1,818.18 ",26.00%,Card,"₹1,443.00 ",₹187.59 ,5
OD6104,Amrish,Food Grains,Dals & Pulses,2,South,Virudhunagar,14/10/22,"₹1,252.80 ",16.00%,Upi,"₹1,080.00 ",₹118.80 ,5
OD6105,Harish,Oil & Masala,Masalas,2,South,Perambalur,03/10/22,"₹2,603.90 ",30.00%,Card,"₹2,003.00 ",₹781.17 ,5
OD6106,Vinne,Bakery,Breads & Buns,1,South,Kanyakumari,24/09/22,₹924.63 ,11.00%,Cash,₹833.00 ,₹116.62 ,4
OD6107,Ridhesh,Fruits & Veggies,Fresh Fruits,5,South,Namakkal,07/04/23,"₹2,911.37 ",33.00%,Upi,"₹2,189.00 ",₹525.36 ,4
OD6108,Hussain,Food Grains,Rice,5,South,Nagercoil,02/08/22,"₹2,320.92 ",26.00%,Card,"₹1,842.00 ",₹478.92 ,5
OD6109,Haseena,"Eggs, Meat & Fish",Eggs,5,South,Madurai,14/05/21,₹888.80 ,10.00%,Card,₹808.00 ,₹177.76 ,3
OD6110,Alan,Bakery,Biscuits,2,South,Nagercoil,03/02/21,₹694.18 ,22.00%,Upi,₹569.00 ,₹119.49 ,2
OD6111,Sundar,Oil & Masala,Masalas,7,South,Krishnagiri,16/10/21,"₹2,622.50 ",25.00%,Cash,"₹2,098.00 ",₹860.18 ,2
OD6112,Sabeela,Bakery,Cakes,3,South,Krishnagiri,27/04/21,"₹2,139.97 ",33.00%,Upi,"₹1,609.00 ",₹273.53 ,3
OD6113,Anu,Snacks,Cookies,4,South,Vellore,23/03/21,"₹1,188.81 ",11.00%,Cash,"₹1,071.00 ",₹74.97 ,2
OD6114,Shree,Food Grains,Organic Staples,6,South,Tirunelveli,26/07/22,"₹1,619.20 ",10.00%,Upi,"₹1,472.00 ",₹73.60 ,2
OD6115,Suresh,Snacks,Noodles,9,South,Perambalur,31/03/21,"₹1,370.88 ",12.00%,Upi,"₹1,224.00 ",₹489.60 ,4
OD6116,Sudeep,Snacks,Cookies,5,South,Cumbum,07/09/22,"₹2,884.70 ",30.00%,Cash,"₹2,219.00 ",₹110.95 ,3
OD6117,Komal,Fruits & Veggies,Organic Fruits,2,South,Nagercoil,16/03/21,"₹1,626.24 ",21.00%,Card,"₹1,344.00 ",₹362.88 ,2
OD6118,Hafiz,Food Grains,Rice,5,South,Viluppuram,15/02/22,"₹1,702.88 ",16.00%,Cash,"₹1,468.00 ",₹528.48 ,5
OD6119,Willams,"Eggs, Meat & Fish",Fish,7,South,Tenkasi,15/12/21,₹978.75 ,35.00%,Card,₹725.00 ,₹253.75 ,4
OD6120,Sheeba,Bakery,Breads & Buns,6,South,Dindigul,12/04/21,"₹1,992.00 ",20.00%,Cash,"₹1,660.00 ",₹348.60 ,2
OD6121,Sundar,"Eggs, Meat & Fish",Mutton,2,West,Trichy,31/05/23,"₹2,102.20 ",15.00%,Upi,"₹1,828.00 ",₹712.92 ,5
OD6122,Krithika,Oil & Masala,Masalas,4,West,Dharmapuri,24/08/21,"₹2,703.75 ",25.00%,Upi,"₹2,163.00 ",₹800.31 ,5
OD6123,Suresh,Oil & Masala,Spices,8,West,Dharmapuri,12/03/23,"₹2,116.80 ",35.00%,Upi,"₹1,568.00 ",₹266.56 ,2
OD6124,Veena,Oil & Masala,Masalas,8,West,Salem,19/01/22,"₹1,388.11 ",27.00%,Cash,"₹1,093.00 ",₹109.30 ,2
OD6125,Peer,Fruits & Veggies,Fresh Fruits,7,West,Dharmapuri,15/11/21,"₹1,489.80 ",30.00%,Cash,"₹1,146.00 ",₹252.12 ,3
OD6126,Shree,Fruits & Veggies,Fresh Fruits,7,West,Bodi,09/07/23,"₹2,132.48 ",28.00%,Cash,"₹1,666.00 ",₹299.88 ,2
OD6127,Peer,Fruits & Veggies,Fresh Vegetables,4,West,Perambalur,29/03/23,"₹1,603.80 ",35.00%,Cash,"₹1,188.00 ",₹534.60 ,2
OD6128,Hafiz,Fruits & Veggies,Organic Fruits,8,West,Theni,12/09/21,"₹2,321.01 ",11.00%,Card,"₹2,091.00 ",₹334.56 ,3
OD6129,Ram,Food Grains,Organic Staples,6,West,Salem,30/10/22,"₹1,123.36 ",12.00%,Upi,"₹1,003.00 ",₹451.35 ,3
OD6130,Haseena,Oil & Masala,Spices,5,West,Theni,16/07/22,₹666.93 ,29.00%,Cash,₹517.00 ,₹67.21 ,2
OD6131,Arutra,Fruits & Veggies,Fresh Vegetables,4,West,Virudhunagar,06/12/22,"₹2,218.92 ",23.00%,Upi,"₹1,804.00 ",₹306.68 ,5
OD6132,James,Oil & Masala,Masalas,1,West,Krishnagiri,23/01/22,"₹2,127.40 ",10.00%,Card,"₹1,934.00 ",₹464.16 ,3
OD6133,Sudeep,Bakery,Biscuits,6,West,Krishnagiri,20/03/23,"₹1,899.92 ",27.00%,Card,"₹1,496.00 ",₹149.60 ,5
